X..name,mass,radius,orbital_period,eccentricity,discovered,detection_type,mass_detection_type,radius_detection_type,ra,dec,star_distance,star_metallicity,star_mass,star_radius,star_age,star_teff,detection,mass_group,radius_group,star_mass_group,star_radius_group,discovery_group,metallicity_group,temperature_group
Kepler-338 c,NA,0.221,24.31168,0.03,2014,Primary Transit,,,282.9789429,40.784348,NA,-0.106,1.1,1.74,NA,5923,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-338 d,NA,0.237,44.4287,0.03,2014,Primary Transit,,,282.9789429,40.784348,NA,-0.106,1.1,1.74,NA,5923,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-338 e,0.027,0.1416,9.34149,0.05,2014,TTV,,,282.9789429,40.784348,NA,-0.106,1.1,1.74,NA,5923,TTV,low mass planet,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-339 b,NA,0.127,4.977656,NA,2014,Primary Transit,,,293.35171515,48.444641,NA,-0.237,0.84,0.8,NA,5631,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-339 c,NA,0.103,6.988055,NA,2014,Primary Transit,,,293.35171515,48.444641,NA,-0.237,0.84,0.8,NA,5631,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-339 d,NA,0.104,10.558345,NA,2014,Primary Transit,,,293.35171515,48.444641,NA,-0.237,0.84,0.8,NA,5631,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-34 (AB)  b,0.219928892804,0.763673411854,288.822,0.182,2012,Primary Transit,,,296.4375,44.6416667,1499,-0.07,2.0687,1.1,NA,5913,Primary Transit,low mass planet,small planet,high mass star,large star,2008-2012,Metal Poor Star,Hotter than Sun
Kepler-340 b,NA,0.226,14.844387,NA,2014,Primary Transit,,,295.93347165,40.300571,NA,-0.094,2.11,1.85,NA,6620,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-340 c,NA,0.301,22.824669,NA,2014,Primary Transit,,,295.93347165,40.300571,NA,-0.094,2.11,1.85,NA,6620,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-341 b,NA,0.105,5.195528,NA,2014,Primary Transit,,,289.8615723,43.472775,NA,-0.139,0.94,1.02,NA,6012,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-341 c,NA,0.152,8.01041,NA,2014,Primary Transit,,,289.8615723,43.472775,NA,-0.139,0.94,1.02,NA,6012,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-341 d,NA,0.165,27.666313,NA,2014,Primary Transit,,,289.8615723,43.472775,NA,-0.139,0.94,1.02,NA,6012,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-341 e,NA,0.178,42.473269,NA,2014,Primary Transit,,,289.8615723,43.472775,NA,-0.139,0.94,1.02,NA,6012,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-342 b,NA,0.201,15.170318,NA,2014,Primary Transit,,,292.6780701,46.726715,NA,-0.053,1.13,1.47,NA,6175,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-342 c,NA,0.175,26.234138,NA,2014,Primary Transit,,,292.6780701,46.726715,NA,-0.053,1.13,1.47,NA,6175,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-342 d,NA,0.222,39.459357,NA,2014,Primary Transit,,,292.6780701,46.726715,NA,-0.053,1.13,1.47,NA,6175,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-342 e,NA,0.079,1.64422461,NA,2016,Primary Transit,,,292.6780701,46.726715,NA,-0.053,1.13,1.47,NA,6175,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-343 b,NA,0.215,8.96855,NA,2014,Primary Transit,,,291.9606933,42.433006,NA,-0.138,1.04,1.43,NA,5807,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-343 c,NA,0.18,23.22182,NA,2014,Primary Transit,,,291.9606933,42.433006,NA,-0.138,1.04,1.43,NA,5807,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-344 b,NA,0.233,21.963945,NA,2014,Primary Transit,,,292.49963385,46.324406,NA,-0.097,0.9,0.98,NA,5774,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-344 c,NA,0.263,125.596809,NA,2014,Primary Transit,,,292.49963385,46.324406,NA,-0.097,0.9,0.98,NA,5774,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-345 b,NA,0.066,7.415563,NA,2014,Primary Transit,,,295.22879025,45.97102,NA,-0.266,0.59,0.62,NA,4504,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-345 c,NA,0.107,9.387427,NA,2014,Primary Transit,,,295.22879025,45.97102,NA,-0.266,0.59,0.62,NA,4504,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-346 b,NA,0.237,6.511127,NA,2014,Primary Transit,,,288.0119019,46.117607,NA,-0.031,0.97,1.02,NA,6033,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-346 c,NA,0.274,23.851549,NA,2014,Primary Transit,,,288.0119019,46.117607,NA,-0.031,0.97,1.02,NA,6033,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-347 b,NA,0.176,12.79836,NA,2014,Primary Transit,,,289.19958495,49.305717,NA,-0.068,1.04,1,NA,6088,Primary Transit,NA,small planet,high mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-347 c,NA,0.156,27.320871,NA,2014,Primary Transit,,,289.19958495,49.305717,NA,-0.068,1.04,1,NA,6088,Primary Transit,NA,small planet,high mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-348 b,NA,0.136,7.05677,NA,2014,Primary Transit,,,297.2550354,40.548374,NA,-0.039,1.15,1.36,NA,6177,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-348 c,NA,0.119,17.265427,NA,2014,Primary Transit,,,297.2550354,40.548374,NA,-0.039,1.15,1.36,NA,6177,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-349 b,NA,0.17,5.929778,NA,2014,Primary Transit,,,293.67648315,44.615578,NA,-0.091,0.97,0.93,NA,5956,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-349 c,NA,0.175,12.247629,NA,2014,Primary Transit,,,293.67648315,44.615578,NA,-0.091,0.97,0.93,NA,5956,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-35 (AB) b,0.126797344492,0.727987738403,131.458,0.042,2012,Primary Transit,,,294.4958333,46.69,1645,-0.34,1.6971,1,NA,5606,Primary Transit,low mass planet,small planet,high mass star,small star,2008-2012,Metal Poor Star,Colder than Sun
Kepler-350 b,NA,0.165,11.189562,NA,2014,Primary Transit,,,285.4208,39.7061,NA,-0.308,1.03,1.33,NA,6215,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-350 c,0.0176,0.277,17.849,NA,2013,Primary Transit,,,285.4208,39.7061,NA,-0.308,1.03,1.33,NA,6215,Primary Transit,low mass planet,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-350 d,0.048,0.25,26.136,NA,2013,Primary Transit,,,285.4208,39.7061,NA,-0.308,1.03,1.33,NA,6215,Primary Transit,low mass planet,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-351 b,NA,0.273,37.054919,NA,2014,Primary Transit,,,286.4526978,42.657879,NA,-0.134,0.89,0.85,NA,5643,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-351 c,NA,0.285,57.24809,NA,2014,Primary Transit,,,286.4526978,42.657879,NA,-0.134,0.89,0.85,NA,5643,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-351 d,NA,0.243,142.544247,NA,2016,Primary Transit,,,286.4526978,42.657879,NA,-0.134,0.89,0.85,NA,5643,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-352 b,NA,0.077,10.05537,NA,2014,Primary Transit,,,299.89651485,46.051975,NA,-0.175,0.79,0.78,NA,5212,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-352 c,NA,0.111,16.332995,NA,2014,Primary Transit,,,299.89651485,46.051975,NA,-0.175,0.79,0.78,NA,5212,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-353 b,NA,0.079,5.795278,NA,2014,Primary Transit,,,296.85662835,41.758179,NA,-0.194,0.54,0.5,NA,3903,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-353 c,NA,0.123,8.410894,NA,2014,Primary Transit,,,296.85662835,41.758179,NA,-0.194,0.54,0.5,NA,3903,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-354 b,NA,0.164,5.47666,NA,2014,Primary Transit,,,285.7514649,41.33564,NA,-0.036,0.65,0.67,NA,4648,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-354 c,NA,0.117,16.934402,NA,2014,Primary Transit,,,285.7514649,41.33564,NA,-0.036,0.65,0.67,NA,4648,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-354 d,NA,0.111,24.209842,NA,2014,Primary Transit,,,285.7514649,41.33564,NA,-0.036,0.65,0.67,NA,4648,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-355 b,NA,0.13,11.03189,NA,2014,Primary Transit,,,285.79946895,42.811783,NA,-0.051,1.05,1.07,NA,6184,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-355 c,NA,0.242,25.762294,NA,2014,Primary Transit,,,285.79946895,42.811783,NA,-0.051,1.05,1.07,NA,6184,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-356 b,NA,0.14,4.612696,NA,2014,Primary Transit,,,292.42108155,37.682819,NA,-0.325,0.97,1.33,NA,6133,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-356 c,NA,0.161,13.121632,NA,2014,Primary Transit,,,292.42108155,37.682819,NA,-0.325,0.97,1.33,NA,6133,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-357 b,NA,0.164,6.475434,NA,2014,Primary Transit,,,291.24310305,44.00872,NA,0.051,0.78,0.83,NA,5036,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-357 c,NA,0.238,16.85837,NA,2014,Primary Transit,,,291.24310305,44.00872,NA,0.051,0.78,0.83,NA,5036,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-357 d,NA,0.306,49.499875,NA,2014,Primary Transit,,,291.24310305,44.00872,NA,0.051,0.78,0.83,NA,5036,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-358 b,NA,0.243,34.060467,NA,2014,Primary Transit,,,293.2302246,48.281376,NA,-0.027,0.95,0.95,NA,5908,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-358 c,NA,0.254,83.488369,NA,2014,Primary Transit,,,293.2302246,48.281376,NA,-0.027,0.95,0.95,NA,5908,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-359 b,NA,0.315,25.563222,NA,2014,Primary Transit,,,293.2936401,42.196354,NA,-0.039,1.07,1.09,NA,6248,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-359 c,NA,0.384,57.68802,NA,2014,Primary Transit,,,293.2936401,42.196354,NA,-0.039,1.07,1.09,NA,6248,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-359 d,NA,0.358,77.095691,NA,2014,Primary Transit,,,293.2936401,42.196354,NA,-0.039,1.07,1.09,NA,6248,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-36 b,0.014032658968631,0.132036991769099,13.83989,NA,2012,Primary Transit,,,291.25,49.2319444,NA,NA,1.113,1.66,6.923,5900,Primary Transit,low mass planet,small planet,high mass star,large star,2008-2012,NA,Hotter than Sun
Kepler-36 c,0.0254149,0.3282,16.23855,NA,2012,Primary Transit,,,291.25,49.2319444,NA,NA,1.113,1.66,6.923,5900,Primary Transit,low mass planet,small planet,high mass star,large star,2008-2012,NA,Hotter than Sun
Kepler-360 b,NA,0.147,3.289672,NA,2014,Primary Transit,,,286.284729,44.781555,NA,-0.12,0.95,1.06,NA,6053,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-360 c,NA,0.187,7.186434,NA,2014,Primary Transit,,,286.284729,44.781555,NA,-0.12,0.95,1.06,NA,6053,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-361 b,NA,0.129,8.486616,NA,2014,Primary Transit,,,296.80346685,46.741154,NA,-0.137,1.07,1.34,NA,6169,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-361 c,NA,0.225,55.188023,NA,2014,Primary Transit,,,296.80346685,46.741154,NA,-0.137,1.07,1.34,NA,6169,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-362 b,NA,0.079,10.327186,NA,2014,Primary Transit,,,291.7716369,47.529903,NA,-0.718,0.77,0.72,NA,5788,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-362 c,NA,0.129,37.866281,NA,2014,Primary Transit,,,291.7716369,47.529903,NA,-0.718,0.77,0.72,NA,5788,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-363 b,NA,0.103,3.614568,NA,2014,Primary Transit,,,283.1920776,41.305393,NA,0.299,1.23,1.49,NA,5593,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
Kepler-363 c,NA,0.151,7.542427,NA,2014,Primary Transit,,,283.1920776,41.305393,NA,0.299,1.23,1.49,NA,5593,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
Kepler-363 d,NA,0.183,11.932125,NA,2014,Primary Transit,,,283.1920776,41.305393,NA,0.299,1.23,1.49,NA,5593,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
Kepler-364 b,NA,0.138,25.745718,NA,2014,Primary Transit,,,281.56994625,47.398697,NA,-0.026,1.2,1.28,NA,6108,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-364 c,NA,0.192,59.980627,NA,2014,Primary Transit,,,281.56994625,47.398697,NA,-0.026,1.2,1.28,NA,6108,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-365 b,NA,0.182,10.664903,NA,2014,Primary Transit,,,295.62658695,49.130436,NA,-0.046,0.99,1.05,NA,6012,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-365 c,NA,0.146,17.784129,NA,2014,Primary Transit,,,295.62658695,49.130436,NA,-0.046,0.99,1.05,NA,6012,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-366 b,NA,0.13,3.281959,NA,2014,Primary Transit,,,296.8520508,49.084446,NA,-0.081,1.05,1.05,NA,6209,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-366 c,NA,0.16,12.51616,NA,2014,Primary Transit,,,296.8520508,49.084446,NA,-0.081,1.05,1.05,NA,6209,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-367 b,NA,0.116,37.815724,NA,2014,Primary Transit,,,297.29241945,49.981632,NA,0.247,0.75,0.69,NA,4710,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-367 c,NA,0.107,53.578637,NA,2014,Primary Transit,,,297.29241945,49.981632,NA,0.247,0.75,0.69,NA,4710,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-368 b,NA,0.291,26.84768,NA,2014,Primary Transit,,,291.88003545,45.387936,NA,-0.489,0.71,2.02,NA,5502,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Colder than Sun
Kepler-368 c,NA,0.346,72.379334,NA,2014,Primary Transit,,,291.88003545,45.387936,NA,-0.489,0.71,2.02,NA,5502,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Colder than Sun
Kepler-369 b,NA,0.101,2.732756,NA,2014,Primary Transit,,,293.6742249,47.908466,NA,0.207,0.54,0.47,NA,3591,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-369 c,NA,0.126,14.871572,NA,2014,Primary Transit,,,293.6742249,47.908466,NA,0.207,0.54,0.47,NA,3591,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-37 b,0.00874681433471,0.0285485387609,13.367308,NA,2013,Primary Transit,,,284.59625,44.51817,66,-0.32,0.803,0.77,6,5417,Primary Transit,low mass planet,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-37 c,0.0314633609162,0.0669106377208,21.301886,NA,2013,Primary Transit,,,284.59625,44.51817,66,-0.32,0.803,0.77,6,5417,Primary Transit,low mass planet,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-37 d,0.0383853003178,0.173075516238,39.792187,NA,2013,Primary Transit,,,284.59625,44.51817,66,-0.32,0.803,0.77,6,5417,Primary Transit,low mass planet,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-370 b,NA,0.142,4.57953,NA,2014,Primary Transit,,,292.1711121,40.916306,NA,-0.124,0.94,0.9,NA,5852,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-370 c,NA,0.17,19.02293,NA,2014,Primary Transit,,,292.1711121,40.916306,NA,-0.124,0.94,0.9,NA,5852,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-371 b,NA,0.169,34.763278,NA,2014,Primary Transit,,,292.326477,38.657589,NA,-0.223,0.94,0.99,NA,5666,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-371 c,NA,0.159,67.968015,NA,2014,Primary Transit,,,292.326477,38.657589,NA,-0.223,0.94,0.99,NA,5666,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-372 b,NA,0.121,6.849692,NA,2014,Primary Transit,,,291.25619505,49.258953,NA,-0.137,1.15,1.14,NA,6509,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-372 c,NA,0.186,20.053763,NA,2014,Primary Transit,,,291.25619505,49.258953,NA,-0.137,1.15,1.14,NA,6509,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-372 d,NA,0.151,30.092568,NA,2014,Primary Transit,,,291.25619505,49.258953,NA,-0.137,1.15,1.14,NA,6509,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-373 b,NA,0.121,5.535309,NA,2014,Primary Transit,,,289.38800055,50.59705,NA,-0.272,0.87,0.84,NA,5787,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-373 c,NA,0.111,16.725948,NA,2014,Primary Transit,,,289.38800055,50.59705,NA,-0.272,0.87,0.84,NA,5787,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-374 b,NA,0.092,1.897806,NA,2014,Primary Transit,,,294.1379394,42.370502,NA,-0.441,0.84,0.91,NA,5977,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-374 c,NA,0.098,3.282807,NA,2014,Primary Transit,,,294.1379394,42.370502,NA,-0.441,0.84,0.91,NA,5977,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-374 d,NA,0.117,5.028219,NA,2014,Primary Transit,,,294.1379394,42.370502,NA,-0.441,0.84,0.91,NA,5977,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Hotter than Sun
